tweet_with_emoji_meaning,label
شکایت پلیس سوئد راسموس پالودن سیاستمدار راستگرای دانمارک اقدام راسموس پالودن سوزاندن قرآن سوئد برانگیختن خشم مسلمانان کشور پلیس سوئد دلیل اقدامات نفرتپراکنانه شهروندان مسلمان کشور شکایت پلیس شکواییه گفته_است پالودن مسلمانان عنوان معضل جامعه معرفی مسلمانان عبارات تحقیر آمیز توصیف,0
همسایهمون اسم بچهشو گذاشته علی‌محمد شوخی میگم محمدعلی میگه خودمون عمدی علی‌محمد گذاشتیم اسم علی بیاد وبی حرص بخورن  بی‌تفاوت خنده,1
به‌شخصه جر خوردن فشار کاری جر خوردن فشار بیکاری خیال ترجیح میدم,0
طالبان صدور گواهینامه رانندگی زنان متوقف خبرگزاری فرانسه نقل منابع آگاه افغانستان تلاش دولت امارت اسلامی ایجاد محدودیت دسترسی زنان گواهینامه رانندگی خبر گزارش استناد سخنان تنی کارشناسان آموزش رانندگی مقامات طالبان هرات مترقیترین شهر افغانستان مربیان آموزشگاه‌ خواستند صدور گواهینامه رانندگی زنان متوقف,0
دوستم می‌گفت شرایط ازدواجی خواستگاری گذاشته اینه پدرشوهرش هرماه ۱۰ میلیون بزنه حساب دختره عنوان پول جیبیمگه دارید استخدام میشیدبیمه میکننتونپاداش سنوات وام,0
حوصلم سر رفته_بود گوشیم پیام دادم دوستدخترم ببین گوشیمو خونهت نذاشتم  ربع زنگ‌زده گوشیم میگه خاک سرت گوشیتو گم کردی ایشونو بخوای بگیری سکه مهریه قبول نمیکنه,1
عشق ورزیدن شاملو یاد بگیرید آیدا میگه محبوب آغوشم زندگی کن آینده ماست دیروز دوستت داشتم امروز دوستت دارم فردا فردا‌ی دوستت خواهم_داشت دل فدای بودنت,0
۲۰ سال دیگه صد هزار پیرزن میگن شت ننه شت,1
 آشنایی سال ورشکست زندگیش بهم ریخته_بود بهش گفتن خدا شکر کن سالمی پارسال تصادف گردنش شکست بهش گفتن خدا شکر کن نمردی روز عیدی سکته مرده میگن خدا دوسش برش گردوند,1
شرایط عروسی‌ یجوری داماد مهمونا تیپشون بپرسه اونا تیپ نزنه یوقت امروز ده نفر تبریک گفتم هیچکدوم داماد نبودن  خنده,1
دیدین دسته‌جمعی آتیش نشستن چقد میده کنین باهم بریم جهنم,1
 دختره آشنا شدم  داداشش فهمید زنگ زد بهم ببین اصلا جنگنده رو می‌شناسی منم گفتم  ۱۴  ۱۶ می‌شناسم بابا اسکلی خواهرم اسکل‌تر رفیق قطع  فهمیدم فامیلیشون جنگنده,1
الان  میز بذار سر خیابون  جعبه بنویس فطریه آخر شب کاسبی بگید کار حق دارید آموزش ندادیم,1
شخص یستحق شخصا یمکنه ان یجعل قلبه ینسی انه قد انکسر یوما انسانی مستحق کسیاست قلبش فراموش روزی شکسته_است,0
اون مرحله زندگی بهت میگن دیگه شدی بیای قسمت زنونه واقعا غمانگیزه,1
اگه دعوتتون مهمونی لطفا نگین میوفتم برسم برسید باشید آماده منتظرم شدیم دیگه یاد بگیرید موقع برسید,0
حقترین مکالمی راننده اسنپ داشتم دیروز پیرمردی شیرازی جمله عجیب دلنشین قبلش اجازه سیگارشو روشن کنه بعدش پسرجون میدونی عشق چی میمونه عشق سیگاری هست دست منه بهش عادت می‌کنی درگیرش میشی میدونی  روز سیگار میکشتت,0
رفیقم بهم سیگارتو خاموش کن  لبخند تلخ زدم گفتم ترک عادت‌ی بد انگیزه‌ی میخواد نداریم برگشت زیبا بابات اونور خیابون دیدت داره میاد انگیزشو فرو کنه بهت اسکل,1
باری می‌خواستم شیاف بزنم بابام شلوارتو بیار دراز بکش گریه گفتم بابا خدا دیگه جیبت پول برنمیدارم شیافو انداخت سطل زباله مگه نمیگم شلوارتو بیار دراز بکش,1
آقا بچه‌ بابا گذاشت  پسر بچه باباش مترو کرج اومدن پسره بابا توی ایرانیم باباش آره یواش‌یواش کشور خارج میشیم,1
دختر خالهم خواستگار بهش نمیخوام ازدواج میخوام درسمو ادامه بدم شب امتحان ریاضی زنگ‌زده خواستگارش گفته_بود سر حرفت هستی پنجشنبه عروسی دعوتیم,1
دورانی هنرستان می‌رفتم مدرسه زنگ زدن مامانم گفتن دخترتون موشو رنگ مامانم بهشون گفته_بود اره دیدین چقد بهش میاد,1
 می‌کردم پریود اعصابی  دوس دخترم امروز پریودم گفتم عزیزم همونجا  دیگه پریود,1
خالم اومده خونمون مامانم غیبت میکردمیگفت آشنا می‌خواسته زنشو طلاق بده میرن دادگاهبعد قاضی میگه بچه دارین چجوری میخواین تقسیمکنید جروبحث میگن میریم سال  بچه میایم ماه قلو میارن خنده,1
فدراسیون پرورش اندام زنان بدنساز برخورد خواهیم_کرد وزارت ورزش هرگونه فعالیت زنان رشته بدنسازی پرورش اندام ممنوع عبدالمهدی نصیرزاده رئیس فدراسیون بدنسازی پرورش اندام اعلام فعالیت زنان رشته بدنسازی ایران ممنوع نصیرزاده روز دوشنبه اردیبهشت زنان رشته‌ی پرورش اندام فیزیک حضور زنان فعال رشته برخورد,0
 مامانتون داره تلفن حرف میزنه ازش بپرسید کیه چی میگه میشناسمش اگه بپرسید کجا میره  ربع زنگ بزنید بپرسید کجایی کی هستی داداش بزرگتر داره واکنششون جالب باشه,1
 پستی خوندم  خانومی نوشته بودشما مرتی زندگیتون یاد بگیرین ممکنه  روز دردتون بخورهمن توی دبیرستان  پسری کراش زدم عاشق بازی سونیک برم کنارش بشینم نظرش جلب یاد گرفتم سونیک بقیه شخصیتی بازیش نقاشی امروز  بچی معاینه می‌کردم ازش فشارخون می‌گرفتم شدت ترسیده_بود خاطر ترس فشارش دیدم مادرش موبایلش سونیک داره  کاغذ خودکار اوردم کشیدن سونیک بچه اروم فشارخونش گرفتم بهش گفتم اگه تکون نخوره بقیهشو میکشمتونستم بگیرم کارم انجام دادم دلیلی دیگه بچه دکتر نترسه خلاصه مرتی الکی بگیرین  روزی درد خورد,0
میگن جهنم روز نار جوجه‌کباب میدن قاشق چنگال  مصرف,1
وقتا خدا نجاتمون میده جدایی شکست عشقی حسابش,0
نیازی بهش بگید مگه کوری مگه نمی‌بینی داره چیکار میکنه کور گیج می‌بیند حواسش هست گاهی اوقات انسان‌دوست دلایلی شرایطی خریت بزند نمکدان بگذار,0
سیاره دیگه‌ای برید بگید سیاره فیل اون هیکل گیاه‌خوار پشه خون آشامه اگه ازت تست الکل نگیرن حتما بهت پناهندگی میدن,1
خدا مهمونی دنگ عنوان فطریه میگیره دنگتون بدید,1
کارشناس‌ دارن میرن صدا سیما مردم بگن ماکارونی نخوردین نخوردین مثلا خودمون اصلا ماکارونی نمی‌خوریم,0
بابام اینستاگرام منو میگیره الان زنگ‌زده کی ناراحتت مشکلت چیه بریم بزنیم یارو  بارم آهنگ فیلم سیگار خواب بیپولی امیر عظیمی استوری کرده_بودم پول زد کارتم استوریتو بردار,1
ترکیب علاقهی جنون آگانه بروم توانایی مرش نداشته_باشم آدم شکست بخورد باقی چیز,0
خونه اینجوریه اگه لیوان بشکنم میشم دست وپا چلفتی مادرم بشکنه چشممون زدن پدرم بشکنه اینو کی گذاشته,1
گرون ماکارونی اونایی ماکارونی ماکارانی میگن تبریک میگم,1
اشتباه کنی بفهمی اشتباه کردی بری طرفت بگی معذرت‌خواهی کنی مال خارجی ست ایرانه هرکاری می‌کنی بکن اشتباهت گردن نگیر دانی,0
دلم میخواد زندگیمو ویس‌ی واتس اپ بذارم ۲ زود‌تر ببینم آخرش چی میشه,0
دوستان اگه روزه نمی‌گیرید لطفا فطریه پرداخت جامعهیما هستن مبلغ محتاجن موسسه‌ی خیریه موسسه‌ی نگه‌داری کودکان معلول جسمی ذهنی مراکز نگهداری کودکان بیسرپرست بدسرپرست مراکز مراقبت کودکان بابیماریی,0
میدونید خیلیا آیفون ۱۳ میخرن مغازه آنباکس میکنن قسطیه جعبش گرو بمونه خنده,1
تردد مسیر شمال جنوب جاده چالوس ممنوع ترافیک مسیر جنوب شمال حدفاصل دوراهی شهرستانک پیچ سرهنگ حدفاصل پل زنگوله سیاه‌بیشه سنگین تونل البرز سنگین,0
دیگه تویی ک وعده وعده‌ی غذاییت ماه رمضون اضاف استوری تبریک عید فطر نزار مومن,1
سندرم برم آهنگو گوش بدم همزمان چتای قدیمیمون بخونم مغز استخون بفنا برم شدم,0
موقعی فهمیدم درد باشگاه نمی‌خورم مربیم بهم برو ترازو ببینمچند کیلویی هرچی توی جیبته بریز همرو گرفتم دستم رفتم ترازو,1
میخواین  نفر تعریف کنین نگین خوشگل شدی خوش تیپ شدی بگین خوشگل‌تر شدی خوش تیپ‌تر شدی نزارین آدما خوشگل خوش تیپ بودنشون شک کنن,0
 افسانه ژاپنی میگه شب نمیتونی بخوابی دلیلش اینه رویای  نفر دیگه بیداری مال دخلی افسانه نداره رابطه مستقیم چک‌ی فرداش حساب خالی داره,1
رانندگی شهر‌ی کوچیک اینجوریه گوساله ببین چجوری میپیچه آقا نادر مخلصیم بیاید,1
لباس‌ی مارک‌دار باطن آدم نمی‌پوشونه گاو پوستش چرم خالصه ذات آدم مهمه,0
اگه اراده تلاش داشته_باشی بهش می‌رسی ایران قفله,0
این‌که  کلمه خارجی استفاده میگیم معادل فارسی نداره نشونه کمسوادیمونه,0
اگه میدونستین خوشحالیتون خوشحال میکنه ناراحتیتون عذاب میکشه هیچکس موضوعات خصوصی زندگیتون صحبت نمیکردین,0
امیدوارم دامپزشکان کشور زودتر سلامت یوزی ایرانی خیالشون راحت بشه برسن گوزی ایرانی,0
مشکل اینجاست بلد نیستیم جواب بدی بدی بدیم بلدیم احمقا یکم نگاهتون یواش کنارتون رد شیم,0
بعضیا وقت خالیشون بات حرف میزنن بعضیا وقتشون خالی میکنن بات حرف بزنن فرق یاد بگیر,0
اگه کتاب خوندن دوچرخهسواری یاد گرفتین بیزنس یاد میگیرین,0
پست آموزشی اگه دلتون دختری فامیل گیره برید مامانتون بگید مامان رفتم فالگیر  دختری زندگیت میادمشخصات مربوطه بدید مادرتون متوجه بشه کیو میگید خوشبخت‌ترین آدم روزی زمین میشی,1
دایی بابام تعریف تربیت سگش مربی راضیه بابام دربارهی شرایط هزینهی جلساتش پرسیدن گفتم بابا میخوای سگ بخری کاریت نباشه برو بشین اونور دایی کار دارم منم رفتم یهو دقیقه دیدم  توپ انداخت جلوم اون توپ بیارش,1
امروز مدرسه مدیر بلندگو دستش مدح هفته‌ی معلم منزلت معلم داستان بچه‌ پرسید بچه‌ میدونید روز معلم شدت کیه بچه‌ یک‌صدا فریاد زدن معلما خنده خنده,1
فامیلامون  روز روزه نگرفت الان استوری گذاشتهخداحافظ ای سفره سبز افطار لعنتی متدین,1
صدا سیما میتونست واسه ماه رمضون برکینگ بد آخر کنه  مواد فروش آدمکش پولدار سرطانی شبای قدر متحول میشه استخدام آموزش پرورش درمیاد معلم شیمی میشه شب عید فطر همکار معلمش اسکایلر ازدواج میکنه,1
شبکه کناره‌گیری نمی‌کنم نجمالدین شریعتی واکنش خبر کنارهگیری شبکه صفحه اینستاگرام نوشت دیروز مطلبی قول رسانه‌ فضای مجازی منتشر سوتفاهم برداشت نادرست گردید خلاف بازنمایی اشتباهی مصاحبم توسط کانال صورت لطف قادر متعال قوت انگیزه مخاطبان عزیز برنامه خدا شبکه خواهم_بود,1
هفته مادر مهمونی افطار زنداداشم دقیقا دقیقه اذان مامانم کاری ندارین بکنم مامانم قربونت منتظر بودیم بیای اذان بدی مهمونا افطار کنن,1
اصلا مرد میبرن ک ماه‌رو کنن اینا جوراباشونم نمیتونن کنن زن براشون چرتا زن ببرن ببین همزمان ماه شوال ذی‌القعده ذی‌الحجه براتون میکنن,1
تلاش مصر تکرار بازی سنگال بسته خورد صعود سنگال جام جنی ضربات پنالتی مصری بهدلیل لیزر انداختن هواداران سنگال چشم بازیکنان مصر خواستار تکرار برگزاری بازی شده_بودند فیفا درنیت سنگال هزار دلار جریمه,1
بخدا بجای میلیون پول کنسرت تتلو میلیون بدن خودم سانس بهشون فحشای جذاب شنیدنی میدم نشنیده باشن,1
عامل تیراندازی قاتل جوان اهواز دستگیر شب گذشته فیلمی شبکه‌ی اجتماعی عنوان تیراندازی عید فطر منتشر صحنه تیری اصابت رئیس پلیس آگاهی استان خوزستان گفته_است عامل تیراندازی قاتل جوان شهرک اهواز کمتر ساعت دستگیر,0
داشتم حساب کتاب کنسرت تتلو می‌کردم بلیت کنسرت دلار هزار نفر برن کنسرتش میشه میلیون دلار عبارتی پول میلیارد تومن بشینید تتلو مسخره اسکله اسکل ماییم,0
دیشب فیلم زنه می‌گفت دارم حست خودم بشنوم بهم بگی دوسم داری یهو بابام برگشت مامانم عشق منی ندار منی مامانم باشه,1
فعلا سیم تلفنو کشیدیم چراغامونم خاموش کردیم واتس اپمونم نمی‌کنیم ایشالا امسال دیگه بتونیم شوخی شوهرخالهم رابطه ماه چهرهی عید نشنویم,1
ابروی کلفت دماغ مثه خوک لب ماتحت مرغ سینه عمل اسفنجی باسن تویوپ اینا خودتون ربط داره قشنگ کریهه بهم زنه زشته انقدر خودتون ور نرید نرینید خودتون,0
عیدت مبارک عیدکدوم عید عید فطر دیگه  عید دارم اونم عید نوروزه هم‌اکنون ایران,1
ایرانی  توهم دبی ترکیه ایرانی آباد اگه ایرانی نبودن اینا الان گشنگی همدیگر می‌خوردند سرمایه‌گذار توریست ایرانی ترکیه دبی زیاده اون اینا جلو انداخت هوشمندی دری بازشون توریست سرمایه‌گذار,0
داشتم مامان بزرگم حرف می‌زدم پرسیدم خواستگاریتون لباس چی پوشیده_بودید سال یادم بابا بزرگم آشپزخونه زد شومیز روسری طوسی چادر سفید گل صورتی,0
اگه بازم امشب ماه آسمون نشد احتمالش هست اون پسره خریده باشه واسه زیدش خونه اونا بگردید خنده,1
کشف سویه‌یی کرونا دستگاه ایمنی بدن فریب دانشمندان آفریقای جنوبی تحول ویروس کرونا سویه‌ی اومیکرون بیای بیای محدود نخواهد_شد فرعی بیای بیای شناسایی فرعی سویه اومیکرون توانایی فریب دستگاه ایمنی بدن افزایش مبتلایان کرونا,0
شاگردم زنگ‌زده میگه سلام خانوم روزت مبارک کاری نداری خدافظمیگم انقدر عجله داری میگه آخه نمی‌خواستم زنگ بزنم مامانم مجبورم کرد خنده خنده,1
توی شبکه خبر می‌گفت فرزندانتون آموزش بدین هرچیزی توی شبکه‌ی مجازی میخونن واقعی یهو بابام اتاق کناری اومد هرچی می‌زنم خبر نمیشه عنوان خبر افشاگری جانی دپ دادگاه رابطه نامشروع امبر هرد احمدی‌نژاد,1
حس دیگه وقتشه حقیقت بیایم هشتادی‌ التماس خودشون ببرن دورهمی شون,1
رکورد پرسپولیس بسته پنجره نقل انتقلات روز ماه بررسی نشان پنجره نقلوانتقالاتی باشگاه پرسپولیس خاطر پرونده‌ی متعدد روز گذشته روز بسته پرسپولیس بار بسته پنجره نقلوانتقالاتیاش روبهرو موضوع صدماتی باشگاه,1
حواسمون نیس کلمات چقدر قدرت دارن آدما میشنون سکوت میکنن یادشون میمونه کلمه کلمه حرفا توهینیی تو‌ام ابتدایی همکلاسیم عالم بچگیش بهم کردو یادمه,0
ساعات اجرای طرح ترافیک تهران اردیبهشت توجه پایان ماه مبارک رمضان اخبار مصوبه شورای ترافیک تعطیلات مناسبت عید سعید فطر زمان اجرای طرح ترافیک ساعت اجرایی,0
سم ازدواج سنتی اونجاست پسر میخواد ازدواج کنینکه طرفش توباشی دهتا دختر دیگه براش فرقی نداره همینکه دختر باشی کفایت میکنه,0
روز معلم معلم کلاس پنجم ابتداییم بچه‌ براش پول کردیم کمربند نو خریدیم همون کتکمون زد تبریک میگم,1
منی هرروز ماهتو می‌بینم عیدفطره,0
می‌رید دایرکت دخترا سلام نکنید اونا همشون سلام خوبن  خنده,1
عید فطر اینجوریه پاکستان افغانستان هب عراق سوریه,1
روز معلم اونایی اومدن زندگیمون رفتارشون رفتنشون بعضیا موندنشون بهمون درس زندگی تبریک میگم,0
روز معلم عربی دبیرستان دیدم سلام محسن جان چطوری گفتم فوقع وقع,1
فالوورام خوابگاهیه میخواد بره خونشون استوری زده خرید توییتر توسط ایلان ماسک بزرگترین خرید امسال,1
الان دیگه شوهرعمه‌ دارن گرم میکنن کم‌کم عکس خودشونو جملهخب ماه‌رو دیدین عید بفرستن گروی خونوادگی واتساپ,1
دیدید بعضیا همسر دارن فرزند دارن کار درس میخونند وقت نمیارن زندگیشون می‌رسند خدایا لحظات آخر ماه رمضان برکت وقت مقدر بفرما,0
روز معلم زندگی تبریک بگم درس بهم یاد,0
یبارم می‌خواستم خودکشی ک بابام ب موقع گف داری چ گهی می‌خوری توله‌سگ اون چنگالو پریز کن اتصالی میکنه یخچال میسوزه وایسا واست طناب بیارم,1
خیلیا هستن اونا دنیا بهتری میشه‌ سر لج زندگی ادامه میدن,0
شوک تتلو قیمت لیر ترکیه قیمت دلار بازار تهران اعلام نشد بازار ارز یکشنبه قیمت کانال هزار دلار استانبول تترمعاملهگران افزایش قیمت بازار دلیل می‌آوردند ماه رمضان سفری تفریحی بنه عید فطر دلیل رفتار معاملهگران برمیگردد زمانی تعطیل قدرت جهت بازار سومین اتفاق لیر ترکیه برمیگردد قیمت لیر ترکیه صرافی بالاتر بازار درحالیکه بطور معمول قیمت صرافی بازار آزاد کمتر اتفاق معاملهگران تحلیل جالبی ادعای یکسری خریدار امتیازی خرید لیر قیمت رسمی روز استفاده می‌پرسیدی می‌گفتند ظاهرا خواننده ایرانی مقیم ترکیه کنسرت کنسرت قصد هنرپیشه معروف ایرانی خواستگاری,0
هیچکس بلد کجا نمک بپاشه همون زخمی خودت بهشون نشون دادی,0
کارمند ستاد استهلال بودنم خوبه‌ سال سال اونم  روز میری بیابون  تلسکوپ می‌گیری دستت آسمونو نگاه می‌کنی آخرسرم دکترا دستشون دستکشه میایی میگی متاسفم رویت نشد,1
بهت قول میدم الان داره عکست نگاه میکنه  لبخند ریز گوشهی لبش نقش بسته خدا شاکره دیگه زندگیش نیستی,1
گنجشکا زمینن  جوری میرن انگار همش دیرشون برسن  بابا دقیقه اروم بگیر همش مث فرفره ورجه وورجه می‌کنی,1
مسیر چالوس کرج بسته_شد محرابی نیا مسئول سالن عملیات مرکز مدیریت راه‌ی کشور ترافیک سنگین محوری شمالی کشور کرج چالوس مسیر چالوس کرج بسته_شد دوربینی نظارتی ترافیک سنگین آزادراه تهران شمال محدوده سنگان حدفاصل تونل شماره انتی مسیر محور هراز مسیر جنوب شمال نشان,1
قدیمی  رسمی روز عید فطر خانوم خونه پاس اون سحریی زودتر بیدار افطاریی درست هدیه میگرفتن بیایید شماهم مادر همسرتون هدیه بگیرید,0
پایگاه خبری ایمنا گذشت ساعاتی انتشار خبری کد مبنی مشاهده ماه شوال توسط دبیر ستاد استهلال دفتر مقام معظم رهبری اقدام حذف خبر خروجی سایت,0
اخبار دقایقی شبکه تهران حلال ماه شوال رویت نشده روز دوشنبه عید فطر,0
مود ملت اینطوریه میبندن برن شمال وسط میگن عید برگردید میزنن میفتن بابایی یهو میگن شوخی کردیم عیده امام علی گرد میکنن متل قو خنده,1
الان اصفنیا  جوری ماه آدرس میدن مستقیم میره کشوری دیگه عید اعلام نکردن عید اعلام نمیشه,1
فرزندت آدم‌ی موفق مقایسه کنی خودت پدر مادرشون مقایسه کن,0
آدم چقدر قوی محکم باشه بازم داره محکم بغلش کنه بگه نگران نباش چی درست میشه,0
تکلیف حضور کارکنان روز عید فطر توجه عید فطر روز دوشنبه تائید نشد استناد قانون استعلام سازمان اداری استخدامی فردا روز کاری کارکنان محل کار حضور,0
برا هیجان زندگی پول خرج کنی مثلا میتونی ماشینتو بدی دوسدخترت رانندگی کنه,1
سرپرست ادارهکل حفاظت محیط‌زیست خراسان رضوی لاشه قلاده پلنگ منطقه حفاظت‌شده تجن محدوده صفر مرزی شهرستان سرخس,0
فردا عید فطر ستاد استهلال اعلام هلال ماه شوال غروب روز یکشنبه اردیبهشت رؤیت نشد فردا دوشنبه اردیبهشت مطابق رمضان المبارک,0
مشکلاتی واقعا موقع درست تخممرغ دارم اینه چجوری بهش ضربه بزنم بشکنه پوستش ظرف نیفته احساس قضیه خط چشم کشیدن دخترام سختتره,0
اگه اونقدری خیالم بات حرف می‌زنم واقعیت بات حرف می‌زدم دنیای قشنگتری,0
فوری هلال ماه شوال پاکستان رویت نشد سهشنبه عید فطر,0
زمونه بدی خاطر آیندهی تاریک پیشرومون دوست دوست وحشت,0
انقد اکسپلورم دادگاه جانی دپو دیدم استرس گرفتم شبا خواب می‌بینم جانی دپ داره منم طلاق میگیره,1
دختری ازدواج کن خیالت بابت تربیت بچه‌تون راحت باشه,0
همکارمون  جوری عشوه بیمار عمل می‌گفت بابا عزیزم نفس بکش مریض مرده_بودم حرمت کلامش زنده دوتا نفس عمیق می‌کشید,1
مزخرفترین حرفا اینه عقیدی احترامه,0
مسافرت تنیی رفتن اونجاش برمیگردی می‌بینی عکست سلفیه,1
گاهی چنان درگیر محافظت غرورمون مقابل میشیم هدف اصلیمون زندگی همون معاشرت مهرورزیه فرسنگ فاصله می‌گیریم,0
می‌خواستم داداشم بگم برام آب بیاره دیدم تنبلی داره آب اتوی لباس سر میکشه دیگه تصمیم گرفتم  تکونی خودم بدم,1
ی گربه حیاطمون بهش غذا می‌دادیم اسمشو گذاشتیم کامران امروز فهمیدیم کامران حامله ست,1
امروز  شماره ناشناس بهم تکست اومد نوشته_بود دخترم ملیکا کجایی دختره نوشتم بابا خونه دوس پسرمم نگران نباش دلم نیومد  پدر نگران بمونهpensive face,1
کمتر جاده تندرستی باشگاه انقلاب دنبال تندرستی هستش,1
مشکل تنبلی مشکل اینه امیدی نداریم براش تلاش,0
دیدن جدایی نجمالدین شریعتی خدا سروش صحت کتاب عادل فردوسی پور نود دیگه دیدن جداییای برام عجیب,0
انتشارات جنگل  طرح گذاشته کتاب می‌خری کتاب دیگه انتخاب خودت هدیه می‌گیری دم گیت خروج  بوق میزنه خب توجه نکنید بدوید,1
مدیرتون بهتون آچار فرانسه باد غبغبتون نندازید معنی واقعیش میشه اسگلی هستید کار انجام می‌دید پوزیشن عزت احترامی ندارید,0
دندونپزشکه شوهرم میگه دندونات اینقدر داغون میگه موت اینقدر داغوننتقریبا کچله دمش گرم دکتره بلند بلند خندید بودم سر عصب‌کشی می‌کردم  خنده,1
کاش وقت مهر آدمی ک سهممون دلمون نیوفته,0
راحتترین زندگی مال عنکبوته تار میتنه میره میخوابه میاد میبینه غذا حاضره,1
اومدم لپ تاپمو بذارم واسه فروش توضیحات اینقد ازش تعریف نظرم عوض میخوام بگم گاهی خوبیی خودتون رابطتون حیفه,1
پند امروز حرف زدن مشکلات میشه نگو بعدا نگو فردا باش حرف بزن نزار دیر بشه,0
خواننده‌ی قدیم کوه میذاشتن دوششون رخت جنگ میپوشیدن موج دریا میگرفتن شیره سنگ میدوشیدن خواننده‌ی الان میگن وقتشه دیوونه بشم سیم آخر بزنم وقتشه شمارهتو بگیرم زنگ بزنم آخه گوزو سیم آخرت اینه زنگ بزنی,1
واقعا قشری حسودی ادمی ناشنوان صدای هورت کشیدن میشنون صدای ضایعاتی سر صبح بوق ترافیک جنی تصور کن میوت کردی,0
میدونستید اگه مردی فوت کنه همسرش وارثی نداشته باشه اموالش همسرش میرسه باقیشو دولت ارث میبره,0
دیشب مامان بابام سر کدومشون راننده کل‌کل بابام بهش نکن ماشینمو فنا نده یهو مامانم ماشین خودتم مال منی برسه ماشینت,0
دوستم زنگ زدم بیا بریم باشگاه چی بشه ماهیچه بسازیم وقت دیگه کرما استیک بزنن بدن قانع شدم نرم باشگاه,1
فکت مادر‌ جمله اولشو ندیدم سریال‌ی تکراری چندین می‌بینند حق اعتراض نداریم,1
دستتو کاغذ می‌بری دردش وقتیه دستتو چاقو می‌بری منتظرهست دقیقا وقتی‌که دوست نزدیکت ضربه می‌خوری,0
اگه  روزی عروس کارت عروسی می‌نویسم والدین محترم فرصت پذیرایی دختر پسری بیایید,1
واقعا ایرانیا گشادیم واژهی نارنجی حرفیه زرد حرفی نوشابهی نارنجی میگیم زرد غلط,1
زنگ زدم فست فودی گفتم دارید بله گفتم  دونه بفرستید  هفتست خونم ببره منو,1
مدیرتون بهتون آچار فرانسه اسکلی هستید کار انجام می‌دهید پوزیشن عزت احترامی ندارید,0
کسایی ورزش رژیم گشادن روحیه می‌دید میگید کیلو وزن زیباست لطفا درس خوندن گشادیمم روحیه بدید بگید معدل باهوشیم,1
زولبیا بامیه اندی کوروس میمونن بلاخره  روزی جداشن,1
امروز صبح صد تومن زمین دیدم رفتم باش صبحانه خوردم سیگارم خریدم خدایا بازم کارا بکن متاسفم برا آتئیستا,1
پسرا  خاطره دارن اینصورت رفیقا خونه قلیون میکشن ذغال میوفته فرش اونا فرشو میچرخونن اون تیکه بیوفته مبل,1
ادویه پیازجعفری هرچی می‌ریزی خوشمزه میشه املت نیمرو نونپنیر سیبزمینی سرخکرده خاک درخت پرنده ابرا,1
کشور اسلامی دوشنبه عید سعید فطر اعلام کشوری عربستان سعودی مصر امارات متحده عربی کویت دیوان اوقاف سنی عراق کویت قطر لیبی سودان بحرین سوریه فلسطین لبنان ترکیه فردا یکشنبه روز ماه مبارک رمضان روز دوشنبه عید فطر اعلام افغانستان عمان اردن مغرب اعلام هلال ماه شوال شنبه شب رویت فردا یکشنبه عید سعید فطر,1
 گربه حیاطمون بهش غذا می‌دادیم اسمشو گذاشتیم کامران امروز فهمیدیم کامران حامله ست,1
مدیریت بحران استان یزد مدارس شهر یزد بهدلیل آبگرفتگی معابر فردا بهصورت غیرحضوری برگزار,1
طالبان فردا عید اعلام کمیته رویت هلال دولت طالبان فردا یکشنبه اردیبهشت روز عید فطر اعلام ایران عربستان سعودی کشوری اسلامی فردا روز ماه رمضان اعلام,1
روشی کمک اقتصاد خانوادم میتونم بکنم  پسر شمالی ازدواج دیگه انقدر پول هتل ویلا ندیم,1
پسرا جوری قهر مودی دخترا میگن انگار خودشونو نمیبینن چس کنن خودمونو پاره براشون  کلمه حرف بزنن,0
 دوست داشتم موقع حالشو می‌پرسیدم حالش بد می‌گفت شبم می‌گفتم شب چی می‌گفت دلم تاریکه آرومم ستاره‌ مردم لبخند می‌زنم نمیذارم بقیه حالمو بفهمن چقد شب بودیم نفهمید,0
قیمت شیاف دوبرابر لذتی کوچیک آدم میگیرن,1
سال اینترنت خوابگاه ضعیف فیسبوک داشتم چت می‌کردم جواب  سوال دیگه گفته_بودم آره مثکه بعدش پرسیده_بود باهم باشیم آره جوابش رفته_بود ندیدم خوابم برد صبش دوس دختر بنده خدا بودم صبح ناشتا جواب صب بخیر عزیزم شرمندهترین مسیج عمرمو دادم,1
فکت هرچی بابای ایرانی کچل تردخترش داف‌تر,1
میگن رنگ آبی نماد اعتماده نیسان آبی میتونین اعتماد کنین خنده,1
یاکریم سطح حماقت چجوری توی چرخه طبیعت باقیمونده,1
ترفند باحال ارتباط روانشناسی میخوایید حرفتون گوش بده جملتون راستش نمی‌خواستم بدونی اماشروع جواب میده میخوایید حرف مهمی بزنید تاثیر قرار بدید شکسته شک حرف نزنید سرعت زیاد‌تری حرف بزنید میشه توان جواب مقابلتون بگیریدو اون ناخودآگاه کنه حرفای درسته اگه خواستید اعتماد دست بیارین جملتون بابه قول خودت اگه کردید حواسش شماست داره بهتون نگاه میکنه نقطه‌ی دیگ نگاه اگه بلافاصله اونم همون نقطه نگاه کردتوجه‌اش شماست,0
مشکل آدمایی دوسشون داری اینه میکنن هیچوقت نمیتونی ولشون کنی نمیدونن  دفعه میری,0
خوشبختی همون موقعی کفش فروشی مامانمون جفت کفشا پامون ازمون می‌پرسید پاتو نمیزنه باشون برو,0
