Text,Top Reaction,Top Reaction Count,Views,Date
از همراه اول تماس گرفتن گفتن ‌ «۶۳۰۰ریال»  قبض پرداخت نشده داری، اونی که بخواد، خودش یه بهونه‌ برا زنگ زدن جور می‌کنه…  》روانشناسِ روانی《  @OfficialPersianTwitter,😁,1716,72059,2023-12-28
شَک برکتو از سفره‌ت میبره، دوس‌دختر شکاک بقیه دخترا رو از زندگیت.  》Mazyar《  @OfficialPersianTwitter,😁,897,70597,2023-12-28
یبار از یه مریض تو شرح حال پرسیدم سیگار که نمیکشی؟(دقیقا با همین جمله بندی)  شروع کرد به داد و‌ بیداد که‌ مگه من خرابم سیگار بکشم؟ منو چی فرض کردی؟ منم عذرخواهی کردم و سکوت برقرار شد. چند ثانیه بعد گفت فقط تریاک برای سردرد میکشم. اونم گهگاهی.  》nikki_nikki《  @OfficialPersianTwitter,😁,2671,76975,2023-12-28
تبریک میگم به اسنپ گفتم من جلوی مرکز سرطان مقعد هستم!! گفت معتمد؟ گفتم بله !!🙂🙂🙂🙂🙂🙂🙂🙂  》.🔛.🏴《  @OfficialPersianTwitter,😁,2241,75186,2023-12-28
‏رفته بودم ساعت دیواری بخرم یه ساعت بود فقط عدد داشت عقربه نداشت، دختره گفت این چرا اینجوریه؟ گفتم سازندش میخواد بگه زمان معنی نداره و ما باید تو لحظه زندگی کنیم فروشنده اومد گفت ببخشید این عقربه هاش افتاده الان میام تعویضش میکنم  》حشمت کرایست《  @OfficialPersianTwitter,😁,2320,86910,2023-12-28
با اعلام گل‌محمدی، میلاد سرلک به دلیل گذراندن خدمت سربازی از پرسپولیس جدا می‌شود  》OPT《  @OfficialPersianTwitter,😁,627,84057,2023-12-28
دیشب رفتم جواب آزمایش هامو نشون بدم، دکتره میگه: عجیبه تو خیلی لاغری، چطور چربی دور قلبت زیاده؟ هیچی دیگه، الان نشستم دارم میخونم کنکور پزشکی قبول شم، جواب دکتر رو بدم:/  》فِ در مسافتِ بارانم《  @OfficialPersianTwitter,😁,2355,76770,2023-12-28
رفته بودیم رستوران، مدیر رستوران اومد گفت از غذا راضی بودید؟ گفتم متاسفانه نه، مرغش طعم و بوی بدی داشت. گفت همینم جای دیگه بهت نمیدن و رفت 😂  》دَفـودیـلــ《  @OfficialPersianTwitter,😁,1616,74468,2023-12-28
دوستم میگفت سرباز که بودم یبار یکی رو به جرم قتل دوستش دستگیرکرده بودن، ازش پرسیدیم چیشده که همچین کاری کردی؟ طرف گفته منو دوستم خیال‌بافی میکردیم، دوستم گفته اگه یه میلیارد پول بیاد تو حسابم قول‌ میدم برات پراید میخرم، منم گفتم من زانتیا میخوام، بحثمون تبدیل به دعوا شد و با چاقو زدمش.  》خلافکار《  @OfficialPersianTwitter,😁,1159,81695,2023-12-28
یه بار دوم ابتدایی یه همکلاسی داشتم فامیلیش علیجانپور بود، خیلی اسکل بود. یه کاغذو تا زدم گفتم امضا بزن ببینم امضات قشنگه یا نه، بعد بالاش نوشتم تمامی اموال علیجانپور متعلق به مازیار است. کیفشو ازش گرفتم بعد رفت ناظمو اورد و منم کاغذ رو به ناظم نشون دادم. ناظم زد زیر گوشم لاشی  》Mazyar《  @OfficialPersianTwitter,😁,2989,78436,2023-12-28
خانومه اومد داروخانه همش میومد میگفت خانوم داروی من اماده نشد؟ گفتم بشینید آماده بشه صداتون میکنم. هی اومد گفت وااا همه اومدن و رفتن چرا داروی من اماده نشد؟؟به تکنسینا گفتم بچه‌ها کی ایشونو پذیرش کرده؟ نگاه هم کردن گفتم خانوم کدوم باجه پذیرش شدی؟ گفت وا دکتر گفت برو داروتو بگیر😫😂  》fatemeh《  @OfficialPersianTwitter,😁,2315,83616,2023-12-28
زیدم پیام داد وای یکی تو خیابون هی داره مزاحمم میشه.  گفتم پیشته؟ گفت میو.  》فرنزی‌《  @OfficialPersianTwitter,😁,1270,78383,2023-12-28
یه بار هم به همسرم مسیج دادم که فلان چیز رو بخر و زود هم بیا خونه. یه کم خزعبلات عاشقانه مثبت هجده هم پشتش نوشتم. بعد هم اشتباهی فرستادم برای معاونمون. بلافاصله متوجه شدم که چه غلطی کردم و یه مسیج عذرخواهی نوشتم و توضیح دادم که اشتباه کردم. جواب داد دیگه دیره، من تو راهم. :)  》دنریس تارگرین《  @OfficialPersianTwitter,😁,2651,82299,2023-12-28
رفقا یه موضوع جدی! اونم اینکه می‌دونم وضع مملکت روبه‌راه نیست و پول‌درآوردن بیش‌ازحد سخت شده؛ منتها تو همین موقعیت هم می‌شه درآمدهای چندده‌میلیونی داشت. نشون‌به‌اون‌نشون که رفیق ما، تو کمتر از دو ماه تونست به همچین چیزی برسه! حالا می‌پرسید چطوری؟ باید بگم خوبم ممنون. شما چطورید.  》الف. امیر《  @OfficialPersianTwitter,😁,1216,82275,2023-12-28
سر چهارراه یه پسر بچه فسقلی آدامس میفروخت. گفت خاله میخری؟ گفتم نه. نه گذاشت نه برداشت گفت سی تومن دادی دماغتو عمل کردی دلت نمیاد یه آدامس بخری؟ بعد یه نگا به قیافه پوکرم انداخت و غش‌غش زد زیر خنده پرووو😐🤣  》سـاچـلے《  @OfficialPersianTwitter,😁,1622,79926,2023-12-28
یه رفیق داشتم تعریف میکرد سرباز که بودم یه روز مرخصی گرفتم، وقتی رسیدم خونه دیدم یکی داره اسباب کشی میکنه گفتم زشته همینطوری برم تو، اون سر فرش و گرفتم و کمک کردم، رفتم بالای وانت وسایلارو میچیدم، تموم که شد رفتم بالا دیدم خونمون خالیه حالا بابام از سفر برگشته میخواد دوربینارو چک کنه😂😂  》Arina《  @OfficialPersianTwitter,😁,2118,81961,2023-12-28
سر صبح زنم رفت آرایشگاه، برگشت خونه شروع کردم از رنگ موهاش تعریف کردن، یکم مکث کرد گفت یادم نبود امروز جمعه‌ست آرایشگاه تعطیل بود. خلاصه که برام دعا کنین یه کارتن پیدا کنم بتونم توش بخوابم  »پامکین«  @OfficialPersianTwitter,😁,1636,83759,2023-12-29
با شوهرش دعواش شده اومده خونه‌ی ما دعوا بخاطر چی بوده؟! آقا دیشب ساعت 3 اینو از خواب بیدار کرده که بابات برا مرتضی (باجناقش) سیب بزرگتری گذاشت، دیدی گفتم اونو بیشتر از من دوست دارن  »سیانوباکتر«  @OfficialPersianTwitter,😁,2072,78268,2023-12-29
یک دورهمی دعوت شدیم اون وسط مسط ها هی رفقای ما به ما می‌گفتن دکتر. یک خانمی هم بود دندانپزشک بود. گویا ایشون حالا یک نیمچه تمایلی به ما پیدا می‌کنه و شروع می‌کنه از آمارگیری و شماره منو از یکی از بچه ها میگیره. بهم پیام داد من فلانی ام اون روز دیدمتون میخواستم آشنا بشیم و اینا خلاصه شروع کردیم صحبت کردن هی به من می‌گفت دکتر منم چیزی نمیگفتم آخرش برگشتم گفتم مرسی از لطفتون ولی من دکتر نیستم هااااا گفت یعنی چی؟ من فکر کردم شما دکتری هی میگم دکتر دکتر. اصلا در شأن من نیست به شما پیام بدم! القصه چت رو ۲ طرفه پاک کرد و منم بلاک 😂😂 هشتگ عجب گیری افتادیم 😂  »The 52 Hz Whale«  @OfficialPersianTwitter,😁,2319,83430,2023-12-29
همکلاس پسرک یازده سالم اومده خونمون بش دست دادمو صورتشو بوسیدم پسرم بهم گفت مامان همین که بهش دست بدی کافیه دیگه نبوسش فدای اون غیرتت بشم من مادر 😂  »رویا«  @OfficialPersianTwitter,😁,2754,80790,2023-12-29
یادتونه یه زمانی اینستاگرام استوری میذاشتن بریم بیرون؟  یه بار چندسال پیش همچین استوری ای گذاشتم، یه دختره ریپلی زد میای دنبالم؟  منم خر کیف شدم گفتم آره کدوم سمتی؟ گفت کرجم  حالا خونه ی ما کجا بود؟ آفرین تهرانپارس خلاصه از ساعت ۱۲ ظهر تا ۲ و نیم تو راه بودم وقتی رسیدم زنگ زد گفت داداش من پسرم شرمنده:)  منم برای اینکه این همه راه اومده بودم گفتم عیب نداره داداش جنسیت مهم نیست که  فقط بیرون رفتن مهمه. رفتیم بیرون و اون پسر شد یکی از بهترین رفیقای من خلاصه که یکی از عجیب ترین شروع های رفاقت رو من داشتم :)))  »amirbot«  @OfficialPersianTwitter,😁,3665,90055,2023-12-29
یبار تو خیابون به یکی‌شماره دادم  شب‌ زنگ زد یکم احوالپرسی کردیم گفت من امروز سه تا شماره گرفتم تو کدومی؟ بهم برخورد سریع گفتم منم به چند نفر شماره دادم تو کدومی؟  گفت همتون لنگه‌ی‌ همین بخدا، لاشی و بدردنخور  »خلافکار«  @OfficialPersianTwitter,😁,2113,78874,2023-12-29
این بازیگر خارجیا چجوری ۵ فصل همدیگرو بوس میکنن عاشق هم نمیشن ؟  صب یه دختره در آسانسورو واسم نگه داشت تا الان درگیرشم 😔  »چیــرو«  @OfficialPersianTwitter,😁,2109,78705,2023-12-29
یه هفته‌ست دنبال خونه میگردم بالاخره امروز صبح یه خونه دیدم تمیز، فول بازسازی شده با قیمت خیلی پایین حتی مالکش با مجردی و اینا هم اوکی بود میگفت فقط به استقلالی جماعت خونه نمیدم. واقعا چیه این فوتبال که انقدر باعث زوال عقل میشه؟  منم چون استقلالی بودم خونه رو از اون لنگی نگرفتم دیگه  »حشمت کرایست«  @OfficialPersianTwitter,😁,3180,83247,2023-12-29
بچه ها جون برید یه کشوری که زبونشونو بلد باشید. من امروز رسما وسط مغازه (مو مو ) کردم که به آقایی بفهمونم گوشت گاو‌ میخوام🤡  »Negar«  @OfficialPersianTwitter,😁,2466,83942,2023-12-29
مامان بزرگمو دیشب بردیم کافه تو آسانسور یه آقایی بهش گفت ماشالله چه نوه‌هایی دارین حاج خانم بعد برگشته میگه آره حالا از اینا تو خونه زیاد داریم ==========)))))))))))))))))))))))))))))))))  »توتورو«  @OfficialPersianTwitter,😁,2154,77736,2023-12-29
جواب منو چهار ساعت بعد میدی؟ حالا وقتی ۱۵ ثانیه منتظرت گذاشتم میفهمی:)))    *shaghayegh*  @OfficialPersianTwitter,😁,1964,75712,2023-12-29
تو دبیرستان یه تست هوش از همه دانش‌آموزا گرفتن و فرداش مشاور مدرسه صدام زد که تو از شصت تا سوال همه رو درست جواب دادی و این خیلی کم‌سابقه‌ست. بعدم گفت به هیچ کس این قضیه رو نگو. حالا بعد از چندین سال که به جایی نرسیدم گفتم به شما بگم :)))    *فادر آو دراگونز*  @OfficialPersianTwitter,😁,2718,75940,2023-12-29
تو رستوران ایرانی به دوس پسرم گفتم به فارسی بگو ممنون تا بهمون سوپ رایگان بدن، گفت من میمون دست آموز نیستم:))    *BadassBabe*  @OfficialPersianTwitter,😁,2305,77950,2023-12-29
دوستم یه خواهر سندروم دان ۳۵ ساله داره که رو سنش حساسه و دوست نداره پیر بشه تولدش بود رفتیم کیک و شمع بگیریم   به دوستم گفتم شمع چه عددی بگیریم؟ ۲۵ خوبه؟ گفت نه الان دوساله ۲۵ می گیریم گفتم خب می خوای۲۸ بگیریم؟ گفت نه بیا امسال ۱۷ بگیریم ذوق کنه فقط قیافه‌ی فروشنده حین مکالمات ما  *SPRING*  @OfficialPersianTwitter,😁,3055,71265,2023-12-29
ما شهرستانیا وقتی کات میکنیم هفته‌ای دوبار اکسمون رو تو خیابون اتفاقی میبینیم :|  • AlilA •  @OfficialPersianTwitter,😁,2121,70733,2023-12-29
‏من واقعا وقتی کسی فوت میکنه، نمیدونم چی بگم. مادر دوست دخترم فوت کرده بود، بهش پیام دادم: مادرت که مُرد، تو مراقب خودت باش. اینا فکر کرده بودن تهدیدش کردم، توی مراسم خاکسپاری میخواستن منو جای مرحوم دفن کنن  •احسان کنسل•  @OfficialPersianTwitter,😁,1642,69199,2023-12-29
دیروز سمت میرزای شیرازی بودم و یه شیرینی فروشی بود که فکر کنم ارمنی بودن و کلی تزئین کریسمس داشتن. بعد یکی که داشت از جلوش رد میشد یهو داد زد بر محمد و آل محمد صلوات و سریع دوید رفت.  •Hamed Rahmani•  @OfficialPersianTwitter,😁,1906,71980,2023-12-29
یه روز داریوش می‌ره سبزی‌فروشی می‌گه تو که معنای عشقی به من نعنا بده 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 خدا نکشدت علی  • قاوف •  @OfficialPersianTwitter,😁,1468,71724,2023-12-29
پارسال بود به سفر کمپی سه روزه رفتم، دوتا اکیپ بودیم یکی از شرق تهران،یکی از غرب و در مقصد به هم رسیدیم،محل کمپمون هم سمت آمل یه جای خوش و آب و هوا بود و من اولین بار بود که تو این جمع می رفتم،خلاصه بعد از یه پیمایش ۵کیلومتری رسیدیم به محل کمپمونو چادر ها رو برپا کردیم،تور لیدر گفت همه شب بیایید دم آتیش و این داستانا،اونجا بچه ها با هم حرف می زدن یهو از من پرسیدن چیکار می کنی و این داستانا ،منم یهو گفتم سیکل دارم و شغلم نگهبانیه تو یه شرکته😂،خلاصه روز دوم شد همه این پسرها منو نصیحت می کردن ،درستو ادامه بده، حیفه و ….حالا شب قبل کلی اینتر اکشن باهمه ‏داشتم و تقریبا جمع دست خودم بود،نکته جالبش این بود دخترها دونه دونه میومدن پیش من و می گفتن تو دروغ میگی ،بهت نمی خوره و من ازشون می پرسیدم از کجا این حرفو می زنید،تقریبا همشون این چندتا حرفو مشترکن زدن: استایل ولباس مدل حرف زدن  بوی عطر سطح تجربه برام جالب بود که ۹۰ درصد ‏پسرها به گفته من اکتفا کردن ولی به جرات می تونم بگم ۹۰ درصد دخترا همون اول متوجه شدن من واقعیتو نگفتم! پسرای گل ،اینقدر  زود باور نباشید و سعی نکنید تا یه نفر حس کردید ازتون ضعیف تر فاز نصیحت بردارید!پسر ۲۰ ساله داشت منو نصیحت می کرد ومنم با دقت به حرفاش گوش می دادم😂😂😂  •مندس علی•  @OfficialPersianTwitter,😁,2273,78194,2023-12-29
تو سکوت راهروی مطب قبل اومدن دکتر، دو تا آدم کاملن غریبه کنار هم منتظر بودن. یهو یکیشون برگشت به اون یکی گفت اول میشه آمل بعد بابل؟  • رامینیوم •  @OfficialPersianTwitter,😁,1380,73944,2023-12-29
داشتم سرکار قهوه میخوردم یکی از بچه‌ها خیلی جدی پرسید چرا شکر نمیریزی توش؟ توی ایران شکر نداشتین؟  • علی اکبر •  @OfficialPersianTwitter,😁,1611,72813,2023-12-29
مردی ۳۶ ساله‌ای بود. پرسیدم سربازی رفتی؟ گفت: نه معاف شدم. +چرا؟  -بخاطر دیسک شدید کمر، تازه بیست تا از دوستام را هم اونموقع معاف کردم +چطوری؟ -برای MRI من جاشون می‌رفتم.  • روح الله •  @OfficialPersianTwitter,😁,3345,83001,2023-12-29
بابام مسیج داد دو تا نون بگیر، براش 11 فرستادم.  • مفرّح ذات •  @OfficialPersianTwitter,😁,1171,76318,2023-12-29
ظهر به یه هلندیه گفتم ناهار چی خوردی؟ گفت مامانم یه نون داده بود بیارم. اون و خوردم :/ بعد که قیافه من و دید، اومد درستش کنه، گفت نههه نونش بزرگ بود. کوچیک نبود که  • Fatemeh Majd •  @OfficialPersianTwitter,😁,1968,79635,2023-12-29
‏اقا پشماتون بریزه:)) من یه همکاری دارم اینجا که بامبل نصب کرده بعد با دخترا که حرف میزنه سوال هایی که ازش میپرسن رو میده چت GPT جواب میده برا دخترا کپی پیست میکنه میفرسته:)))))))  •محمد جواد مقدسی•  @OfficialPersianTwitter,😁,1071,75949,2023-12-29
آقای دکتری رو معرفی کرده بودند آشنا بشیم  ،  ۱ ساعتی تو کافه  صحبت کردیم و...  فردا به معرف گفته بود  من زنی میخوام که آشپزی کنه و مادر بچه هام باشه. ایشون در هر موردی من مطرح کردم اطلاعات داشت. با این زنها نمیشه زندگی کرد.  سازگار نیستند🙆‍♀️  • گُلوَنی •  @OfficialPersianTwitter,😁,2594,77302,2023-12-29
‏جدی من نمیتونم باور کنم صبح از خواب ناز بیدار میشید کلی تیپ میزنید میرید کافه صبحونه میخورید. من جای صاحب کافه باشم میشاشم تو قهوه‌تون  • وحیدو •  @OfficialPersianTwitter,😁,1540,78009,2023-12-30
مک دونالدی که کار میکردم انبارش تو زیرزمین بود  ۱ بار ۵ صبح که کارم شروع شد رفتم از انبار چیزی بیارم تو راه برگشت صدا اومد ، اومدم برگردم چک کنم چی بود  به خودم گفتم تو تمام فیلم ها اون احمق فضولی که میره ببینه صدای چی بود کشته میشه  خودم رو زدم به کری برگشتم بالا 😂😂😂  • アッシャー •  @OfficialPersianTwitter,😁,2813,77524,2023-12-30
‏نجات دهنده‌ی شما تو آینه ایستاده؟ واسه من همش میره یخچالو باز می‌کنه می‌بنده.  • بکسل •  @OfficialPersianTwitter,😁,1431,90827,2023-12-30
واسه ولنتاین دارم کادو سفارش میدم، انقد ذوق داشتم به دوست پسرم میگم: من دارم کادو سفارش میدم. میگه: واسه من؟به چه مناسبت؟ میگم: واسه یکی از مناسبتای قبل از عید. میگه: چهارشنبه سوری؟ 😶😂😂  • دکتر فالانجی🦔 •  @OfficialPersianTwitter,😁,2107,74832,2023-12-30
‏داشتم تو اتاق آهنگ انگلیسی میخوندم بابام اومده میگه جَک پاشو بیا لانچ. =)))  •فیبونا چی؟•  @OfficialPersianTwitter,😁,2726,71563,2023-12-30
تو بحث ازدواج حالا نمیخواد زیاد سختگیر باشید، همین که طرف آهنگ پیشواز نداشته باشه کافیه  »خلافکار«  @OfficialPersianTwitter,😁,2191,78453,2023-12-30
یه روز دومینو می‌رسه به مک‌دونالد می‌گه: اگه الان نه، پس کی اف سی؟  »Atom«  @OfficialPersianTwitter,😁,755,69595,2023-12-30
چجوری دوست پیدا میکنین؟ مثلا میرین میگین بیا بریم بیرون اونم میگه باشه؟  »Manana«  @OfficialPersianTwitter,😁,1006,77416,2023-12-30
هزینه اینترنت با خانواده عروسه یا داماد؟  »آقای ملیجک«  @OfficialPersianTwitter,😁,1568,71730,2023-12-30
یک پی‌ام وجود داره که مرز بین دیت و رابطس به اسم «رسیدی؟»  »Mary Jane«  @OfficialPersianTwitter,😁,1229,72631,2023-12-30
ادایی‌ترین دوران زندگی من شونزده سالگیم بود. یه ماهی گرفتم اسمش رو گذاشتم زیگموند فروید :))) همون فرداش مرد.  »Nera.«  @OfficialPersianTwitter,😁,2056,74930,2023-12-30
وسط لیزرم برق رفت، لحظات ناخوشایندی رو گذروندم. ‌لخت و چشم‌به‌راه  »sultan«  @OfficialPersianTwitter,😁,3167,81254,2023-12-30
چه جوری وارد رابطه میشید؟ من اصن درشو پیدا نمیکنم  »پورِ بزرگ«  @OfficialPersianTwitter,😁,1290,74038,2023-12-30
هر چقدر هم زندگیم به مشکل بخوره آلمانی نمیخونم.  »وابتی«  @OfficialPersianTwitter,😁,1616,69746,2023-12-30
از یه پسر دست‌فروشی در خیابون ونک دستمال سفره خریدم و بهش گفتم مرسی خاله. بهم گفت خاله این‌ورا هرکی خواست اذیتت کنه بگو من دوست سامان عزرائیلم. 🫶  »Bahar.«  @OfficialPersianTwitter,😁,2814,67822,2023-12-30
"با مامانم اومدیم کافی‌شاپ. سکوت برقراره و چند نفر دارن با لپ‌تاشون کار می‌کنن. یهو یکی از اقوام دور مامانم از ایران تماس تصویری گرفت. مامانم هم هول شد جواب داد. یهو آقاهه داد زد ""دایی‌قیزی جااان! یاخچی‌یَییییین؟"". یعنی ماشاالله به بلندگویی که ما ترکها قورت دادیم :)))  »بنفشه«  @OfficialPersianTwitter",😁,2177,71137,2023-12-30
یکی از معدود خاطرات خوب نوجوونیم عروسی دخترخالم بود. با یه شوق و اشتیاقی یه قوطی ژل ساویز خریدم و قبل مراسم موهام رو با ژل سیخ کردم. فکر میکردم خیلی خوشتیپ و جذاب شدم. همین خاطره هم البته پایان تلخی داشت، داییم تا منو دید زد زیر خنده و گفت شبیه خروس شدی.    *پشه خسته*  @OfficialPersianTwitter,😁,1552,69827,2023-12-30
خانمی که تازه با برادر من دوست شدی! خدا ازت نگذره که به این بچه روتین پوستی یاد دادی و همه کرم و سرمای منو داره تموم می‌کنه 😂🤦🏻‍♀️    *دکتر فالانجی🦔*  @OfficialPersianTwitter,😁,2925,72789,2023-12-30
یه کسب و کار خونگی راه انداختم که کیک میپزم بچم بهم گفت مامان میشه بیشتر کیک بپزی بیشتر پول در بیاری که من برم اسپانیا ؟ :))))))  »مادر پسرها«  @OfficialPersianTwitter,😁,1919,80329,2023-12-30
مامان یکی از بچه ها مسافرت اومده پیشش، موقع برگشت تو فرودگاه ایران، تو چمدون مامانش شیشه ویسکی خالی پیدا شده. مامور پرسیده اینا چیه، مامانش گفته واسه آبلیمو آوردم :)  »امید(ی)«  @OfficialPersianTwitter,😁,2483,91791,2023-12-30
۱۹۹۸: یاهو حاضر نشد گوگلو ۱ میلیون دلار بخره و قیمت رو بالا دونست. ۲۰۰۲: یاهو فهمید چه گندی زده، پیشنهاد داد گوگلو ۳ میلیارد بخره، گوگل گفت ۵ میلیارد بده، یاهو گفت بیلاخ! ۲۰۰۸: مایکروسافت پیشنهاد داد یاهو رو ۴۰ میلیارد بخره، یاهو گفت بیلاخ! ۲۰۱۶: ورایزن یاهو رو ۴٫۶ میلیارد خرید!  »Mehdi«  @OfficialPersianTwitter,😁,1770,89878,2023-12-30
بخاطر لازانیایی که درست کرده بودم ولی همه‌ش رو برادرم خورد، نشستم گریه میکنم، PMS این شکلیه :)))))))  »Nick«  @OfficialPersianTwitter,😁,977,90974,2023-12-30
یکی از توصیه‌های بهداشتی کاهش مصرف گوشت قرمز است این توصیه بین مردم روستا هم پخش میشد وقتی از من میپرسیدن که بخوریم یا نه میپرسیدم چند وقت یک بار گوشت میخورید معمولا خیلی کم بود حتی بعضی میگفتن فقط عید فطر و قربان من هم میگفتم با خیال راحت هرچقدر میخواید بخورید یکبار همراه یکی از بیماران که فشارش بالا بود گفت به بابام بگین گوشت کم بخوره به روال همیشه گفتم مگه چند وقت یکبار گوشت میخوره گفت هر روز  گفتم یک روز من رو هم دعوت کنید خب چند روز بعد دعوت کردن یک ران بره رو گذاشته بودن جلو من یه کم استخوانهاش موند میگفتن شما دکترها گوشت نمیخورین  »naseh mohi«  @OfficialPersianTwitter,😁,1597,89505,2023-12-30
تاثیر واریز‌ حقوق واقعا اعجاب‌آوره. پیامک واریز اومد. برگشتم دوست‌دخترم رو نگاه کردم و خوشگل‌تر از قبل بود. نمیدونم چطور ولی باور کنید بود.    *blank*  @OfficialPersianTwitter,😁,2197,71289,2023-12-31
تیشرت خاکستری موردعلاقم که چند ماه پیش گم شده بود و همه جارو دنبالش گشتم رو توی آشپزخونه درحالی پیدا کردم که تبدیل به دستگیره شده. 🙂🙂🙂🙂🙂🙂🙂🙂    *دیوار کسرا*  @OfficialPersianTwitter,😁,1659,71971,2023-12-31
افرادی که add رو به فارسی با دو تا دال «ادد» می‌نویسن، آدم‌های مورد علاقه‌من.    *شاه‌ماران*  @OfficialPersianTwitter,😁,2059,79333,2023-12-31
امروز آخرین روز میلادی سال 2023 هستش و یکی از رندترین تاریخ‌های میلادی که میشه  123123 اگه قراره کاری بکنید امروز بکنید.  •Ali•  @OfficialPersianTwitter,😁,912,84926,2023-12-31
یه بار هم یکی از بیمارها حین معاینه اینقدر درد داشت که چندباری تو صورتم کوبید وقت رفتن اومد معذرت خواهی کنه گفت ببخشید دوتای اولی رو دست خودم نبود ولی سومی خیلی حال داد  • هیرو •  @OfficialPersianTwitter,😁,1608,82544,2023-12-31
‏عزیزان ساکن تهران اگه یه روزی مهاجرت کردن اصلا و ابدا نگران رانندگی و گواهینامه نباشن. شما اینجا شبیه راننده‌های Fast & Furious هستید دوستان.  • هێمن •  @OfficialPersianTwitter,😁,1455,70241,2023-12-31
‏سلام عزیزم، من زیر فشار هستم؛ الماس شدم خبر می‌دم.  • مژده •  @OfficialPersianTwitter,😁,1112,74529,2023-12-31
امروز یکی از ادایی ترین آدمهای زندگیم رو دیدم، از دختره پرسیدم ‌متولد چه ماهی هستی  تو چشمام ‌نگاه کرد خیلی جدی‌ گفت آگوست د‌ِ آخه بی‌شرف  》انبه《  @OfficialPersianTwitter,😁,2353,77831,2023-12-31
تو شرکتمون دوتا برادر هستن کار می کنن، یکیشون اسمش رحمان هست اون یکی رحیم. به رحمان گفتم شما بزرگتری یا رحیم؟ گفت:من😌 همون طور که خدا میفرماید بسم الله الرحمن الرحیم اول گفته رحمان بعد گفته رحیم😄👌  》داداش امین《  @OfficialPersianTwitter,😁,1655,77354,2023-12-31
آتئیستم، اما اصلاً دلیلی نمی‌بینم بخوام به کسی ثابتش کنم! همین که خدا می‌دونه برام کافیه.  》روانشناسِ روانی《  @OfficialPersianTwitter,😁,3277,83044,2023-12-31
دم خونمون یه نان فانتزی هست از این نون خامه ای بزرگا داره فقط ماهی یه دونه به من میفروشه میگه تپلی، پس فردا سکته میکنی خانواده ت ازم شکایت میکنن گوشه دفتر حساب کتابش مینویسه کی رفتم☹️ مردم چقدر فضول شدن به خدا😂  》mahboob.62《  @OfficialPersianTwitter,😁,2818,76148,2023-12-31
یه پیج لباس زیر فروشی از پیام پسر هایی که می‌خوان برای پارتنرشون سوتین بخرن اسکرین شات گذاشته؛ یکیشون گفته سایزشو نمی‌دونم، اندازه پرتقاله:)))))  یکی دیگه هم گفته ۲۵ سالشه، سایز مناسبشو بدید. موجودات احمق بامزه😭💗💗  》幽玄《  @OfficialPersianTwitter,😁,2717,87267,2023-12-31
دوستم که آلمان زندگی می‌کنه، صبح توی خونه با صدای بلند جواد یساری گوش می‌کرده، زن همسایه هراسون میاد دم خونه دنبال بچه‌ش که از اینا خبر بگیره، این در رو که باز می‌کنه زنه صدای یساری رو می‌شنوه بدتر پنیک می‌کنه. مگه آلمانی‌ها خودشون الکس رو‌ نداشتن حنجره خوک بهش پیوند زده‌‌ بودن؟  》Emad.psy《  @OfficialPersianTwitter,😁,1193,81218,2023-12-31
‏یجوری سال نو میلادی رو به هم تبریک میگین انگار یادمون رفته چندماه پیش تو صف نذری همدیگه رو تیکه پاره میکردین 😂  》شادی شیرازی《  @OfficialPersianTwitter,😁,1083,77100,2023-12-31
برای مامانم جارو روباتیک خریدم، امروز زنگ زدم که راهش انداختی؟ میگه آره ولی خیلی کارکرد دو ساعت روشن بود. دلم سوخت براش، برداشتمش، گذاشتمش سرجاش استراحت کنه. 🤣🤣🤣  》گل ممد کلمیشی《  @OfficialPersianTwitter,😁,1521,67841,2023-12-31
مامانم هروقت یه خوراکی خوش‌مزه میخره برای من و داداشم، اول میره به بابام تعارف می‌کنه که یه وقت قهر نکنه و نگه فقط به این دو تا سگ میرسی :)))  》Mazyar《  @OfficialPersianTwitter,😁,2210,74486,2023-12-31
سوار موتور که بودم، از دور دیدم یه مردی بغل وانت وایساده و از یه‌چیزی فیلم می‌گیره. از همون فاصله صداش زدم و به‌شوخی گفتم «از منم بگیر». اونم شنید و فوری دوربین رو چرخوند سمت من. بعدم با جدیت، گوشی رو عقب‌جلو کرد. وقتی رسیدم بهش، دیدم رو بدنۀ ماشینش نوشته «کنترل حیوانات شهری». سگ.  》الف. امیر《  @OfficialPersianTwitter,😁,1679,71877,2023-12-31
یه آگهی استخدام دستیار مدیرعامل دیدم که اگر من نیمی از ویژگی‌های مورد ذکرش رو توی کسی ببینم، می‌ذارمش مدیرعامل و خودم دستیارش می‌شم! 😁    *علی‌رضا نخجوانی*  @OfficialPersianTwitter,😁,1109,76965,2023-12-31
رسیدیم خونه و دخترک کادوهاش رو باز کرد میگم چه جالب همه چیزهایی که دوست داشتی گرفتن. میگه آخه با دوستام جدا جدا بحث چیزهایی که میخواستم پیش کشیدم  میگم جدا جدا؟  میگه در مورد هرکدوم با یکی دوتا از چیزها صحبت کردم قاطی نشه این بچه متولد ایرانه، بزرگ شده آمریکا،با سیاست انگلیسی! 🫤     *アッシャー*  @OfficialPersianTwitter,😁,2691,77266,2023-12-31
